product_name, rating, specs
Samsung Galaxy J7 Prime (Black| 16 GB),4.2,3 GB RAM | 16 GB ROM | Expandable Upto 256 GB13.97 cm (5.5 inch) Full HD Display13MP Rear Camera | 8MP Front Camera3300 mAh BatteryExynos 7870 Octa Core 1.6GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Gionee S6S (Latte Gold| 32 GB),3.9,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB13.97 cm (5.5 inch) Full HD Display13MP Rear Camera | 8MP Front Camera3150 mAh BatteryARM Cortex-A53 Octa Core 1.3GHz Processor1 year manufacturing warranty
Samsung Galaxy A8 Plus (Black| 64 GB),4.2,6 GB RAM | 64 GB ROM |15.24 cm (6 inch) Display16MP Rear Camera3500 mAh Battery1 Year Warranty
LYF Earth 1 (White| 32 GB),3.7,3 GB RAM | 32 GB ROM | Expandable Upto 32 GB13.97 cm (5.5 inch) Full HD Display13MP Rear Camera | 5MP Front Camera3500 mAh Li-Ion Polymer BatteryQualcomm Snapdragon 615 Octa Core 1.5GHz Processor1 Year for Mobile & 6 Months for Accessories
Vivo V7 (Energetic Blue| 32 GB),4.4,4 GB RAM | 32 GB ROM | Expandable Upto 256 GB14.48 cm (5.7 inch) HD Display16MP Rear Camera | 24MP Front Camera3000 mAh Li-ion BatteryQualcomm Snapdragon 450 Octa Core 1.8 GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Vivo Y93 (Starry Black| 64 GB),4.4,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.8 cm (6.22 inch) HD+ Display13MP + 2MP | 8MP Front Camera4030 mAh Li-ion BatteryMediaTek Helio P22 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Nokia 6.1 (Iron| White| 32 GB),4.1,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB13.97 cm (5.5 inch) Full HD Display16MP Rear Camera3000 mAh BatteryQualcomm Snapdragon 630 ProcessorBrand Warranty of 1 Year Available for Mobile
Vivo Y69 (Matte Black| 32 GB),4.3,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB13.97 cm (5.5 inch) HD Display13MP Rear Camera | 16MP Front Camera3000 mAh BatteryMediatek MT6750 Octa Core 1.5GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Samsung Galaxy J7 - 6 (New 2016 Edition) (White| 16 GB),4.3,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB13.97 cm (5.5 inch) HD Display13MP Rear Camera | 5MP Front Camera3300 mAh Li-Ion BatteryExynos 7870 Octa Core 1.6GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Samsung Galaxy J7 - 6 (New 2016 Edition) (Black| 16 GB),4.3,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB13.97 cm (5.5 inch) HD Display13MP Rear Camera | 5MP Front Camera3300 mAh Li-Ion BatteryExynos 7870 Octa Core 1.6GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Lenovo K6 Note (Grey/Dark Grey| 32 GB),4,4 GB RAM | 32 GB ROM | Expandable Upto 128 GB13.97 cm (5.5 inch) Display16MP Rear Camera | 8MP Front Camera4000 mAh BatteryOcta Core 1.4GHz Processor1 Year Lenovo India Warranty
Lenovo K6 Note (Golden| 32 GB),4,4 GB RAM | 32 GB ROM | Expandable Upto 128 GB13.97 cm (5.5 inch) Display16MP Rear Camera | 8MP Front Camera4000 mAh Battery1 Year Lenovo India Warranty
Lenovo K6 Note (Silver| 32 GB),4,4 GB RAM | 32 GB ROM | Expandable Upto 128 GB13.97 cm (5.5 inch) Display16MP Rear Camera | 8MP Front Camera4000 mAh Battery1 Year Lenovo India Warranty
Samsung Galaxy A30s (Prism Crush Violet| 128 GB),4.3,4 GB RAM | 128 GB ROM |16.26 cm (6.4 inch) HD+ Display25MP + 5MP + 8MP | 16MP Front Camera4000 mAh Li-ion BatteryExynos 7904 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
Mi A3 (Kind of Grey| 64 GB),4.3,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.44 cm (6.08 inch) HD+ Display48MP + 8MP + 2MP | 32MP Front Camera4030 mAh BatteryQualcomm Snapdragon 665 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Redmi Note 8 (Cosmic Purple| 64 GB),4.4,4 GB RAM | 64 GB ROM |16.0 cm (6.3 inch) Display48MP Rear Camera4000 mAh Battery1 Year Warranty
Realme 5 Pro (Sparkling Blue| 64 GB),4.5,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera4035 mAh BatteryQualcomm Snapdragon SDM712 Octa Core 2.3 GHz ProcessorVOOC Flash Charge 3.0Triple Card SlotBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Realme 5 Pro (Sparkling Blue| 64 GB),4.5,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera4035 mAh BatteryQualcomm Snapdragon SDM712 Octa Core 2.3 GHz ProcessorVOOC Flash Charge 3.0Triple Card SlotBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Vivo Y91 (Starry Black| 32 GB),4.4,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB15.8 cm (6.22 inch) HD+ Display13MP + 2MP | 8MP Front Camera4030 mAh BatteryQualcomm Snapdragon 439 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Realme 3 Pro (Nitro Blue| 128 GB),4.5,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display16MP + 5MP | 25MP Front Camera4045 mAh BatteryQualcomm Snapdragon 710 Octa Core 2.2 GHz AIE ProcessorDual Nano SIM Slot and Memory Card SlotVOOC Flash Charge 3.0Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Mi A3 (Not just Blue| 64 GB),4.3,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.44 cm (6.08 inch) HD+ Display48MP + 8MP + 2MP | 32MP Front Camera4030 mAh BatteryQualcomm Snapdragon 665 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Mi A3 (More Than White| 64 GB),4.3,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.44 cm (6.08 inch) HD+ Display48MP + 8MP + 2MP | 32MP Front Camera4030 mAh BatteryQualcomm Snapdragon 665 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Honor 20i (Midnight Black| 128 GB),4.3,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB15.77 cm (6.21 inch) Full HD+ Display24MP + 2MP + 8MP | 32MP Front Camera3400 mAh BatteryHiSilicon Kirin 710 ProcessorBrand Warranty of 1 Year Available for Mobile, 6 Months for Battery, 3 Months for Adapter and Data Cable
Honor 20i (Phantom Blue| 128 GB),4.3,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB15.77 cm (6.21 inch) Full HD+ Display24MP + 2MP + 8MP | 32MP Front Camera3400 mAh BatteryHiSilicon Kirin 710 ProcessorBrand Warranty of 1 Year Available for Mobile, 6 Months for Battery, 3 Months for Adapter and Data Cable
Redmi Note 8 (Space Black| 128 GB),4.5,6 GB RAM | 128 GB ROM |16.0 cm (6.3 inch) Full HD+ Display48MP + 8MP | 13MP Front Camera4000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
Realme XT (Pearl White| 64 GB),4.5,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.26 cm (6.4 inch) Display64MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera4000 mAh BatteryQualcomm 712 ProcessorFHD+ Super AMOLED DisplayIn Display Fingerprint SensorBrand warranty of 1 year for mobile and 6 months for accessories
Tecno Spark Power (Dawn Blue| 64 GB),4.3,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.13 cm (6.35 inch) HD+ Display13MP + 8MP + 2MP AI Triple Rear Camera | 13MP Front Camera6000 mAh Li-Polymer BatteryMediatek Helio ProcessorDoT Notch AMOLED Sceen100 days Replacement, (12+1) Months manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase. T&C
OPPO A3s (Purple| 16 GB),4.4,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4230 mAh BatteryQualcomm Snapdragon 450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
OPPO A3s (Red| 16 GB),4.4,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4230 mAh BatteryQualcomm Snapdragon 450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
POCO F1 by Xiaomi (Steel Blue| 128 GB),4.5,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB15.7 cm (6.18 inch) Full HD+ Display12MP + 5MP | 20MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 845 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Redmi Note 8 (Moonlight White| 64 GB),4.4,4 GB RAM | 64 GB ROM |16.0 cm (6.3 inch) Full HD+ Display48MP + 8MP | 13MP Front Camera4000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
Redmi Y3 (Prime Black| 32 GB),4.3,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB15.9 cm (6.26 inch) HD+ Display12MP + 2MP | 32MP Front Camera4000 mAh BatteryQualcomm Snapdragon 632 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
Redmi Y3 (Elegant Blue| 32 GB),4.3,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB15.9 cm (6.26 inch) HD+ Display12MP + 2MP | 32MP Front Camera4000 mAh BatteryQualcomm Snapdragon 632 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
Vivo Y91i (Fusion Black| 32 GB),4.3,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB15.8 cm (6.22 inch) HD+ Display13MP Rear Camera | 5MP Front Camera4030 mAh Li-ion BatteryMTK Helio P22 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Redmi Note 7 Pro (Space Black| 64 GB),4.5,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display48MP + 5MP | 13MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 675 ProcessorSplash Proof - Protected by P2iQuick Charge 4.0 SupportBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Vivo Y12 (Aqua Blue| 64 GB),4.4,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.13 cm (6.35 inch) HD+ Display13MP + 2MP + 8MP | 8MP Front Camera5000 mAh BatteryMediaTek Helio P22 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Vivo Y12 (Burgundy Red| 64 GB),4.4,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.13 cm (6.35 inch) HD+ Display13MP + 2MP + 8MP | 8MP Front Camera5000 mAh BatteryMediaTek Helio P22 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Vivo U10 (Thunder Black| 32 GB),4.3,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB16.13 cm (6.35 inch) HD+ Display13MP + 8MP + 2MP | 8MP Front Camera5000 mAh Li-ion BatteryQualcomm Snapdragon 665 AIE ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Honor 10 Lite (Sapphire Blue| 64 GB),4.4,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB15.77 cm (6.21 inch) Full HD+ Display13MP + 2MP | 24MP Front Camera3400 mAh Lithium Polymer BatteryKirin 710 2.2GHz Octa Core ProcessorBrand Warranty of 1 Year Available for Mobile, 6 Months for Battery and Charger, 3 Months for Data Cable
Honor 10 Lite (Sapphire Blue| 64 GB),4.4,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB15.77 cm (6.21 inch) Full HD+ Display13MP + 2MP | 24MP Front Camera3400 mAh Lithium Polymer BatteryKirin 710 2.2GHz Octa Core ProcessorBrand Warranty of 1 Year Available for Mobile, 6 Months for Battery and Charger, 3 Months for Data Cable
Nokia 3.1 Plus (White| 32 GB),4.2,3 GB RAM | 32 GB ROM |15.24 cm (6 inch) Display13MP Rear Camera3500 mAh Battery1 Year Warranty
Redmi Note 8 (Moonlight White| 128 GB),4.5,6 GB RAM | 128 GB ROM |16.0 cm (6.3 inch) Full HD+ Display48MP + 8MP | 13MP Front Camera4000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
Redmi Note 8 (Neptune Blue| 128 GB),4.5,6 GB RAM | 128 GB ROM |16.0 cm (6.3 inch) Full HD+ Display48MP + 8MP | 13MP Front Camera4000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
Motorola One Action (Denim Blue| 128 GB),4.2,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.0 cm (6.3 inch) Full HD+ Display12MP + 5MP + 16MP | 12MP Front Camera3500 mAh BatterySamsung Exynos 9609 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
OPPO A3s (Red| 64 GB),4.3,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4230 mAh BatteryQualcomm Snapdragon 450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Redmi Note 7 Pro (Nebula Red| 128 GB),4.5,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display48MP + 5MP | 13MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 675 ProcessorSplash Proof - Protected by P2iQuick Charge 4.0 SupportBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
OPPO A5s (Black| 32 GB),4.3,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4230 mAh BatteryMTK MT6765 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Gionee A1 Lite (Black| 32 GB),4,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB13.46 cm (5.3 inch) HD Display13MP Rear Camera | 20MP Front Camera4000 mAh BatteryMT6753V/WA ProcessorFingerprintBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
OPPO A5s (Blue| 32 GB),4.3,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4230 mAh BatteryMTK MT6765 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Samsung Galaxy A10s (Green| 32 GB),4.3,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4000 mAh Lithium-ion BatteryMediaTek MT6762 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Redmi Note 6 Pro (Blue| 64 GB),4.5,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.9 cm (6.26 inch) Full HD+ Display12MP + 5MP | 20MP + 2MP Dual Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 636 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Realme X (Polar White| 128 GB),4.5,4 GB RAM | 128 GB ROM |16.59 cm (6.53 inch) Full HD+ Display48MP + 5MP | 16MP Front Camera3765 mAh BatteryQualcomm Snapdragon 710 Octa Core 2.2 GHz AIE ProcessorIn-display Fingerprint SensorVooC Flash Charge 3.0Super AMOLED DisplayBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Honor 9N (Purple| 64 GB),4.3,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB14.83 cm (5.84 inches) Display13MP + 2MP | 16MP Front Camera3000 mAh BatteryKirin 659 Octa Core Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable
Samsung Galaxy M30 (Blue| 32 GB),4.5,3 GB RAM | 32 GB ROM |16.26 cm (6.4 inch) Display13MP Rear Camera5000 mAh Battery12 Months
Vivo Y91i (Ocean Blue| 16 GB),4.3,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB15.8 cm (6.22 inch) HD+ Display13MP Rear Camera | 5MP Front Camera4030 mAh Li-ion BatteryMTK Helio P22 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Redmi Note 8 (Space Black| 32 GB),4.4,3 GB RAM | 32 GB ROM |16.0 cm (6.3 inch) Full HD+ Display48MP + 8MP | 13MP Front Camera4000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
Redmi Note 6 Pro (Rose Gold| 64 GB),4.5,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.9 cm (6.26 inch) Full HD+ Display12MP + 5MP | 20MP + 2MP Dual Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 636 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Lenovo K10 Note (Black| 128 GB),4.2,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display16MP + 5MP + 8MP | 16MP Front Camera4050 mAh Li-polymer BatteryQualcomm SDM710 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Redmi Note 7 Pro (Astro Moonlight White| 128 GB),4.5,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display48MP + 5MP | 13MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 675 ProcessorQuick Charge 4.0 SupportBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Redmi Note 7 Pro (Nebula Red| 64 GB),4.5,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display48MP + 5MP | 13MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 675 ProcessorSplash Proof - Protected by P2iQuick Charge 4.0 SupportBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Redmi Note 5 Pro (Gold| 64 GB),4.5,6 GB RAM | 64 GB ROM | Expandable Upto 128 GB15.21 cm (5.99 inch) Full HD+ Display12MP + 5MP | 20MP Front Camera4000 mAh Li Polymer BatteryQualcomm Snapdragon 636 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Redmi Note 7 Pro (Astro Moonlight White| 64 GB),4.5,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display48MP + 5MP | 13MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 675 ProcessorQuick Charge 4.0 SupportBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Vivo Y81i (Black| 16 GB),4.4,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB15.8 cm (6.22 inch) HD+ Display13MP Rear Camera | 5MP Front Camera3260 mAh Li-ion BatteryMediaTek Helio A22 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Samsung Galaxy A20s (Black| 32 GB),4.3,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB16.51 cm (6.5 inch) HD+ Display13MP + 8MP + 5MP | 8MP Front Camera4000 mAh Lithium Ion BatteryQualcomm SDM450-B01 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Mi A2 (Gold| 64 GB),4.2,4 GB RAM | 64 GB ROM |15.21 cm (5.99 inch) Full HD+ Display20MP + 12MP | 20MP Front Camera3010 mAh BatteryQualcomm Snapdragon 660 AIE ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
Redmi Note 7 (Sapphire Blue| 64 GB),4.5,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display12MP + 2MP | 13MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 660 AIE ProcessorSplash Proof - Protected by P2iQuick Charge 4.0 SupportBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Redmi Y2 (Rose Gold| 64 GB),4.4,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.21 cm (5.99 inch) HD+ Display12MP + 5MP | 16MP Front Camera3080 mAh Li Polymer BatteryQualcomm Snapdragon 625 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Samsung Galaxy A20 (Gold| 32 GB),4.3,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB16.26 cm (6.4 inch) HD+ Display13MP + 5MP | 8MP Front Camera4000 mAh Lithium-ion BatteryExynos 7884B ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Honor 8X (Blue| 64 GB),4.4,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.51 cm (6.5 inch) Full HD+ Display20MP + 2MP | 16MP Front Camera3750 mAh Battery2.2 GHz Kirin 710 Octa Core Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
Samsung Galaxy A10s (Black| 32 GB),4.4,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4000 mAh Lithium-ion BatteryMediaTek MT6762 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
XOLO ZX (Electric Blue| 128 GB),4.1,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB15.8 cm (6.22 inch) HD+ Display13MP + 5MP | 16MP Front Camera3260 mAh Li-Polymer Battery BatteryMTK Helio P22 ProcessorAI Powered Battery with 1.5 Day Backup, Smart AI Gaming ModeBrand Warranty of 1 Year Available for Mobile
Redmi 6 Pro (Gold| 64 GB),4.3,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB14.83 cm (5.84 inch) Full HD+ Display12MP + 5MP | 5MP Front Camera4000 mAh BatteryQualcomm Snapdragon 625 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
VIVO V9 YOUTH (Black| 32 GB),4.4,4 GB RAM | 32 GB ROM |16.0 cm (6.3 inch) Display16MP Rear Camera3260 mAh BatterySoftware
OPPO A83 (Champagne| 16 GB),4.2,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB14.48 cm (5.7 inch) HD Display13MP Rear Camera | 8MP Front Camera3180 mAh BatteryMT6763T ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
OPPO A1K (Black| 32 GB),4.3,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB15.49 cm (6.1 inch) Display8MP Rear Camera | 5MP Front Camera4000 mAh Li-polymer BatteryMT6762R ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Redmi Note 5 Pro (Black| 64 GB),4.5,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB15.21 cm (5.99 inch) Full HD+ Display12MP + 5MP | 20MP Front Camera4000 mAh Li Polymer BatteryQualcomm Snapdragon 636 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Mi A2 (Red| 64 GB),4.2,4 GB RAM | 64 GB ROM |15.21 cm (5.99 inch) Full HD+ Display20MP + 12MP | 20MP Front Camera3010 mAh BatteryQualcomm Snapdragon 660 AIE ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
Vivo Y91i (Fusion Black| 16 GB),4.3,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB15.8 cm (6.22 inch) HD+ Display13MP Rear Camera | 5MP Front Camera4030 mAh Li-ion BatteryMTK Helio P22 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Nokia 6.2 (Ice White| 64 GB),4.2,4 GB RAM | 64 GB ROM |16.0 cm (6.3 inch) Full HD+ Display16MP + 5MP + 8MP | 8MP Front Camera3500 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
Redmi Note 5 Pro (Red| 64 GB),4.5,6 GB RAM | 64 GB ROM | Expandable Upto 128 GB15.21 cm (5.99 inch) Full HD+ Display12MP + 5MP | 20MP Front Camera4000 mAh Li Polymer BatteryQualcomm Snapdragon 636 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Redmi Y2 (Dark Grey| 64 GB),4.4,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.21 cm (5.99 inch) HD+ Display12MP + 5MP | 16MP Front Camera3080 mAh Li Polymer BatteryQualcomm Snapdragon 625 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
POCO F1 by Xiaomi (Rosso Red| 128 GB),4.5,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB15.7 cm (6.18 inch) Full HD+ Display12MP + 5MP | 20MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 845 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Micromax Canvas 2 Plus (Jet Black| 32 GB),3.8,3 GB RAM | 32 GB ROM |14.48 cm (5.7 inch) HD+ Display13MP Rear Camera | 8MP Front Camera4000 mAh Battery1 Year Warranty
Moto G6 Plus (Indigo Black| 64 GB),4.3,6 GB RAM | 64 GB ROM |14.99 cm (5.9 inch) Full HD+ Display12MP + 5MP | 16MP Front Camera3200 mAh BatteryQualcomm Snapdragon 630 Processor1 Year Warranty
Redmi Note 6 Pro (Red| 64 GB),4.5,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.9 cm (6.26 inch) Full HD+ Display12MP + 5MP | 20MP + 2MP Dual Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 636 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Honor 8X (Blue| 64 GB),4.4,4 GB RAM | 64 GB ROM |16.51 cm (6.5 inch) Full HD+ Display20MP + 2MP | 16MP Front Camera3750 mAh BatteryKirin 710 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
Vivo U20 (Racing Black| 64 GB),4.3,4 GB RAM | 64 GB ROM |16.59 cm (6.53 inch) Display16MP Rear Camera5000 mAh Battery12 month
Redmi Note 5 (Gold| 32 GB),4.4,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB15.21 cm (5.99 inch) Full HD+ Display12MP Rear Camera | 5MP Front Camera4000 mAh Li Polymer BatteryQualcomm Snapdragon 625 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Samsung Galaxy M30 (Gradation Black| 64 GB),4.4,4 GB RAM | 64 GB ROM |16.26 cm (6.4 inch) Display13MP Rear Camera5000 mAh Battery12 Months
Redmi Note 5 Pro (Black| 64 GB),4.5,6 GB RAM | 64 GB ROM | Expandable Upto 128 GB15.21 cm (5.99 inch) Full HD+ Display12MP + 5MP | 20MP Front Camera4000 mAh Li Polymer BatteryQualcomm Snapdragon 636 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
